seed,policy,cost_weight,top_k_candidates,test_scenarios,candidate_grid_size,candidate_ac_audits,candidate_ac_audits_avoided,audit_reduction_ratio,full_best_in_subset_rate,same_action_as_full_rate,post_action_violating_scenarios,full_post_action_violating_scenarios,extra_violating_scenarios_vs_full,post_action_violating_buses,full_post_action_violating_buses,extra_violating_buses_vs_full,action_cost_proxy_mw,full_action_cost_proxy_mw,action_cost_delta_vs_full_mw,accepted_pv_mw,curtailed_pv_mw,relieved_load_mw
7,VoltGuard risk-cost candidate screening,0.0,1,120,9,120,960,0.8888888888888888,0.8583333333333333,0.8583333333333333,51,51,0,398,398,0,67.23933338785275,59.14266215081935,8.096671237033405,188.48472138345863,2.7462315710236043,64.49310181682914
7,VoltGuard risk-cost candidate screening,0.0,2,120,9,240,840,0.7777777777777778,0.875,0.875,51,51,0,398,398,0,66.54718306525916,59.14266215081935,7.404520914439814,189.17687170605222,2.0540812484300206,64.49310181682914
7,VoltGuard risk-cost candidate screening,0.0,3,120,9,360,720,0.6666666666666666,0.9,0.9,51,51,0,398,398,0,66.02671742383518,59.14266215081935,6.884055273015832,189.6973373474762,1.5336156070060403,64.49310181682914
7,VoltGuard risk-cost candidate screening,0.0,5,120,9,600,480,0.4444444444444444,0.9333333333333333,0.9333333333333333,51,51,0,398,398,0,62.314830197966984,59.14266215081935,3.172168047147636,190.0571301341289,1.1738228203533354,61.14100737761365
7,VoltGuard risk-cost candidate screening,0.02,1,120,9,120,960,0.8888888888888888,0.8583333333333333,0.8583333333333333,51,51,0,398,398,0,67.23933338785275,59.14266215081935,8.096671237033405,188.48472138345863,2.7462315710236043,64.49310181682914
7,VoltGuard risk-cost candidate screening,0.02,2,120,9,240,840,0.7777777777777778,0.875,0.875,51,51,0,398,398,0,66.54718306525916,59.14266215081935,7.404520914439814,189.17687170605222,2.0540812484300206,64.49310181682914
7,VoltGuard risk-cost candidate screening,0.02,3,120,9,360,720,0.6666666666666666,0.9,0.9,51,51,0,398,398,0,66.02671742383518,59.14266215081935,6.884055273015832,189.6973373474762,1.5336156070060403,64.49310181682914
7,VoltGuard risk-cost candidate screening,0.02,5,120,9,600,480,0.4444444444444444,0.9333333333333333,0.9333333333333333,51,51,0,398,398,0,62.314830197966984,59.14266215081935,3.172168047147636,190.0571301341289,1.1738228203533354,61.14100737761365
7,VoltGuard risk-cost candidate screening,0.05,1,120,9,120,960,0.8888888888888888,0.8583333333333333,0.8583333333333333,51,51,0,398,398,0,67.23933338785275,59.14266215081935,8.096671237033405,188.48472138345863,2.7462315710236043,64.49310181682914
7,VoltGuard risk-cost candidate screening,0.05,2,120,9,240,840,0.7777777777777778,0.8833333333333333,0.8833333333333333,51,51,0,398,398,0,66.21439746419327,59.14266215081935,7.071735313373921,189.5096573071181,1.7212956473641303,64.49310181682914
7,VoltGuard risk-cost candidate screening,0.05,3,120,9,360,720,0.6666666666666666,0.9083333333333333,0.9083333333333333,51,51,0,398,398,0,65.58967556047416,59.14266215081935,6.447013409654815,189.6973373474762,1.5336156070060403,64.05605995346812
7,VoltGuard risk-cost candidate screening,0.05,5,120,9,600,480,0.4444444444444444,0.9333333333333333,0.9333333333333333,51,51,0,398,398,0,62.314830197966984,59.14266215081935,3.172168047147636,190.0571301341289,1.1738228203533354,61.14100737761365
7,VoltGuard risk-cost candidate screening,0.1,1,120,9,120,960,0.8888888888888888,0.8666666666666667,0.8666666666666667,51,51,0,398,398,0,66.90654778678686,59.14266215081935,7.763885635967512,188.81750698452453,2.4134459699577144,64.49310181682914
7,VoltGuard risk-cost candidate screening,0.1,2,120,9,240,840,0.7777777777777778,0.9083333333333333,0.9083333333333333,51,51,0,398,398,0,65.58967556047416,59.14266215081935,6.447013409654815,189.6973373474762,1.5336156070060403,64.05605995346812
7,VoltGuard risk-cost candidate screening,0.1,3,120,9,360,720,0.6666666666666666,0.95,0.95,51,51,0,398,398,0,64.05605995346812,59.14266215081935,4.913397802648774,191.23095295448223,0.0,64.05605995346812
7,VoltGuard risk-cost candidate screening,0.1,5,120,9,600,480,0.4444444444444444,0.9666666666666667,0.9666666666666667,51,51,0,398,398,0,61.14100737761365,59.14266215081935,1.9983452267942994,191.23095295448223,0.0,61.14100737761365
7,VoltGuard risk-cost candidate screening,0.15,1,120,9,120,960,0.8888888888888888,0.875,0.875,51,51,0,398,398,0,66.31617615348532,59.14266215081935,7.173514002665968,189.40787861782604,1.8230743366561781,64.49310181682914
7,VoltGuard risk-cost candidate screening,0.15,2,120,9,240,840,0.7777777777777778,0.95,0.95,51,51,0,398,398,0,64.05605995346812,59.14266215081935,4.913397802648774,191.23095295448223,0.0,64.05605995346812
7,VoltGuard risk-cost candidate screening,0.15,3,120,9,360,720,0.6666666666666666,0.95,0.95,51,51,0,398,398,0,62.52433309026904,59.14266215081935,3.381670939449691,191.23095295448223,0.0,62.52433309026904
7,VoltGuard risk-cost candidate screening,0.15,5,120,9,600,480,0.4444444444444444,0.9666666666666667,0.9666666666666667,51,51,0,398,398,0,61.14100737761365,59.14266215081935,1.9983452267942994,191.23095295448223,0.0,61.14100737761365
7,VoltGuard risk-cost candidate screening,0.2,1,120,9,120,960,0.8888888888888888,0.8833333333333333,0.8833333333333333,51,51,0,398,398,0,65.8791342901243,59.14266215081935,6.736472139304951,189.40787861782604,1.8230743366561781,64.05605995346812
7,VoltGuard risk-cost candidate screening,0.2,2,120,9,240,840,0.7777777777777778,0.95,0.95,51,51,0,398,398,0,62.52433309026904,59.14266215081935,3.381670939449691,191.23095295448223,0.0,62.52433309026904
7,VoltGuard risk-cost candidate screening,0.2,3,120,9,360,720,0.6666666666666666,0.9583333333333334,0.9583333333333334,51,51,0,398,398,0,61.57204353340944,59.14266215081935,2.429381382590094,191.23095295448223,0.0,61.57204353340944
7,VoltGuard risk-cost candidate screening,0.2,5,120,9,600,480,0.4444444444444444,0.975,0.975,51,51,0,398,398,0,60.643451053855216,59.14266215081935,1.5007889030358683,191.23095295448223,0.0,60.643451053855216
7,VoltGuard risk-cost candidate screening,0.3,1,120,9,120,960,0.8888888888888888,0.925,0.925,51,51,0,398,398,0,64.34551868311826,59.14266215081935,5.2028565322989095,190.94149422483213,0.2894587296501381,64.05605995346812
7,VoltGuard risk-cost candidate screening,0.3,2,120,9,240,840,0.7777777777777778,0.95,0.95,51,51,0,398,398,0,62.05771472667383,59.14266215081935,2.9150525758544816,191.23095295448223,0.0,62.05771472667383
7,VoltGuard risk-cost candidate screening,0.3,3,120,9,360,720,0.6666666666666666,0.9916666666666667,0.9916666666666667,51,51,0,398,398,0,59.60928051441456,59.14266215081935,0.4666183635952095,191.23095295448223,0.0,59.60928051441456
7,VoltGuard risk-cost candidate screening,0.3,5,120,9,600,480,0.4444444444444444,1.0,1.0,51,51,0,398,398,0,59.14266215081935,59.14266215081935,0.0,191.23095295448223,0.0,59.14266215081935
7,VoltGuard risk-cost candidate screening,0.5,1,120,9,120,960,0.8888888888888888,0.9833333333333333,0.9833333333333333,51,51,0,398,398,0,60.05936949987953,59.14266215081935,0.9167073490601823,191.23095295448223,0.0,60.05936949987953
7,VoltGuard risk-cost candidate screening,0.5,2,120,9,240,840,0.7777777777777778,1.0,1.0,51,51,0,398,398,0,59.14266215081935,59.14266215081935,0.0,191.23095295448223,0.0,59.14266215081935
7,VoltGuard risk-cost candidate screening,0.5,3,120,9,360,720,0.6666666666666666,1.0,1.0,51,51,0,398,398,0,59.14266215081935,59.14266215081935,0.0,191.23095295448223,0.0,59.14266215081935
7,VoltGuard risk-cost candidate screening,0.5,5,120,9,600,480,0.4444444444444444,1.0,1.0,51,51,0,398,398,0,59.14266215081935,59.14266215081935,0.0,191.23095295448223,0.0,59.14266215081935
7,VoltGuard risk-cost candidate screening,0.8,1,120,9,120,960,0.8888888888888888,0.8916666666666667,0.8916666666666667,61,51,10,432,398,34,54.250162929737115,59.14266215081935,-4.8924992210822325,191.23095295448223,0.0,54.250162929737115
7,VoltGuard risk-cost candidate screening,0.8,2,120,9,240,840,0.7777777777777778,0.9916666666666667,0.9916666666666667,52,51,1,401,398,3,58.77158911855894,59.14266215081935,-0.371073032260405,191.23095295448223,0.0,58.77158911855894
7,VoltGuard risk-cost candidate screening,0.8,3,120,9,360,720,0.6666666666666666,1.0,1.0,51,51,0,398,398,0,59.14266215081935,59.14266215081935,0.0,191.23095295448223,0.0,59.14266215081935
7,VoltGuard risk-cost candidate screening,0.8,5,120,9,600,480,0.4444444444444444,1.0,1.0,51,51,0,398,398,0,59.14266215081935,59.14266215081935,0.0,191.23095295448223,0.0,59.14266215081935
7,VoltGuard risk-cost candidate screening,1.0,1,120,9,120,960,0.8888888888888888,0.825,0.825,64,51,13,473,398,75,49.44076644798437,59.14266215081935,-9.701895702834975,191.23095295448223,0.0,49.44076644798437
7,VoltGuard risk-cost candidate screening,1.0,2,120,9,240,840,0.7777777777777778,0.9583333333333334,0.9583333333333334,55,51,4,409,398,11,57.4011784804984,59.14266215081935,-1.741483670320946,191.23095295448223,0.0,57.4011784804984
7,VoltGuard risk-cost candidate screening,1.0,3,120,9,360,720,0.6666666666666666,0.9916666666666667,0.9916666666666667,52,51,1,400,398,2,58.891683871364116,59.14266215081935,-0.2509782794552322,191.23095295448223,0.0,58.891683871364116
7,VoltGuard risk-cost candidate screening,1.0,5,120,9,600,480,0.4444444444444444,1.0,1.0,51,51,0,398,398,0,59.14266215081935,59.14266215081935,0.0,191.23095295448223,0.0,59.14266215081935
7,VoltGuard risk-cost candidate screening,1.5,1,120,9,120,960,0.8888888888888888,0.4583333333333333,0.4583333333333333,75,51,24,772,398,374,13.038768039185017,59.14266215081935,-46.10389411163433,191.23095295448223,0.0,13.038768039185017
7,VoltGuard risk-cost candidate screening,1.5,2,120,9,240,840,0.7777777777777778,0.6083333333333333,0.6083333333333333,68,51,17,605,398,207,31.837815732673885,59.14266215081935,-27.304846418145463,191.23095295448223,0.0,31.837815732673885
7,VoltGuard risk-cost candidate screening,1.5,3,120,9,360,720,0.6666666666666666,0.7166666666666667,0.7166666666666667,60,51,9,522,398,124,42.23914555058388,59.14266215081935,-16.90351660023547,191.23095295448223,0.0,42.23914555058388
7,VoltGuard risk-cost candidate screening,1.5,5,120,9,600,480,0.4444444444444444,0.9416666666666667,0.9416666666666667,55,51,4,416,398,18,56.81957999436465,59.14266215081935,-2.3230821564546957,191.23095295448223,0.0,56.81957999436465
7,VoltGuard risk-cost candidate screening,2.0,1,120,9,120,960,0.8888888888888888,0.35833333333333334,0.35833333333333334,83,51,32,860,398,462,4.490347854915694,59.14266215081935,-54.65231429590365,191.23095295448223,0.0,4.490347854915694
7,VoltGuard risk-cost candidate screening,2.0,2,120,9,240,840,0.7777777777777778,0.4583333333333333,0.4583333333333333,72,51,21,722,398,324,16.94064877883052,59.14266215081935,-42.202013371988826,191.23095295448223,0.0,16.94064877883052
7,VoltGuard risk-cost candidate screening,2.0,3,120,9,360,720,0.6666666666666666,0.5666666666666667,0.5666666666666667,67,51,16,626,398,228,29.32616200125394,59.14266215081935,-29.816500149565407,191.23095295448223,0.0,29.32616200125394
7,VoltGuard risk-cost candidate screening,2.0,5,120,9,600,480,0.4444444444444444,0.8333333333333334,0.8333333333333334,58,51,7,475,398,77,51.731219698909534,59.14266215081935,-7.411442451909814,191.23095295448223,0.0,51.731219698909534
7,VoltGuard risk-cost candidate screening,3.0,1,120,9,120,960,0.8888888888888888,0.26666666666666666,0.26666666666666666,92,51,41,916,398,518,0.2614619693836275,59.14266215081935,-58.88120018143572,191.23095295448223,0.0,0.2614619693836275
7,VoltGuard risk-cost candidate screening,3.0,2,120,9,240,840,0.7777777777777778,0.425,0.425,75,51,24,792,398,394,11.740121272124693,59.14266215081935,-47.40254087869465,191.23095295448223,0.0,11.740121272124693
7,VoltGuard risk-cost candidate screening,3.0,3,120,9,360,720,0.6666666666666666,0.45,0.45,72,51,21,696,398,298,19.564444580465427,59.14266215081935,-39.57821757035392,191.23095295448223,0.0,19.564444580465427
7,VoltGuard risk-cost candidate screening,3.0,5,120,9,600,480,0.4444444444444444,0.625,0.625,63,51,12,561,398,163,35.932194444099906,59.14266215081935,-23.21046770671944,191.23095295448223,0.0,35.932194444099906
7,VoltGuard risk-cost candidate screening,5.0,1,120,9,120,960,0.8888888888888888,0.25833333333333336,0.25833333333333336,93,51,42,921,398,523,0.0,59.14266215081935,-59.14266215081935,191.23095295448223,0.0,0.0
7,VoltGuard risk-cost candidate screening,5.0,2,120,9,240,840,0.7777777777777778,0.36666666666666664,0.36666666666666664,81,51,30,850,398,452,6.669634573391033,59.14266215081935,-52.47302757742831,191.23095295448223,0.0,6.669634573391033
7,VoltGuard risk-cost candidate screening,5.0,3,120,9,360,720,0.6666666666666666,0.425,0.425,75,51,24,721,398,323,18.22296938103791,59.14266215081935,-40.919692769781435,191.23095295448223,0.0,18.22296938103791
7,VoltGuard risk-cost candidate screening,5.0,5,120,9,600,480,0.4444444444444444,0.49166666666666664,0.49166666666666664,70,51,19,626,398,228,28.565821299246615,59.14266215081935,-30.576840851572733,191.23095295448223,0.0,28.565821299246615
17,VoltGuard risk-cost candidate screening,0.0,1,120,9,120,960,0.8888888888888888,0.6583333333333333,0.6583333333333333,52,52,0,404,404,0,77.89400458596992,59.69903230198919,18.194972283980732,229.17903573969116,7.291900813863267,70.60210377210666
17,VoltGuard risk-cost candidate screening,0.0,2,120,9,240,840,0.7777777777777778,0.7166666666666667,0.7166666666666667,52,52,0,404,404,0,75.37905601338755,59.69903230198919,15.680023711398363,230.85887215010786,5.612064403446572,69.76699160994099
17,VoltGuard risk-cost candidate screening,0.0,3,120,9,360,720,0.6666666666666666,0.7666666666666667,0.7666666666666667,52,52,0,404,404,0,73.82421120469981,59.69903230198919,14.125178902710616,232.12952786544014,4.3414086881142975,69.48280251658551
17,VoltGuard risk-cost candidate screening,0.0,5,120,9,600,480,0.4444444444444444,0.85,0.85,52,52,0,404,404,0,67.50950637894604,59.69903230198919,7.810474076956851,232.86343888011294,3.607497673441487,63.90200870550455
17,VoltGuard risk-cost candidate screening,0.02,1,120,9,120,960,0.8888888888888888,0.6583333333333333,0.6583333333333333,52,52,0,404,404,0,77.89400458596992,59.69903230198919,18.194972283980732,229.17903573969116,7.291900813863267,70.60210377210666
17,VoltGuard risk-cost candidate screening,0.02,2,120,9,240,840,0.7777777777777778,0.725,0.725,52,52,0,404,404,0,74.84254335590903,59.69903230198919,15.143511053919838,231.39538480758637,5.075551745968056,69.76699160994099
17,VoltGuard risk-cost candidate screening,0.02,3,120,9,360,720,0.6666666666666666,0.7666666666666667,0.7666666666666667,52,52,0,404,404,0,73.82421120469981,59.69903230198919,14.125178902710616,232.12952786544014,4.3414086881142975,69.48280251658551
17,VoltGuard risk-cost candidate screening,0.02,5,120,9,600,480,0.4444444444444444,0.85,0.85,52,52,0,404,404,0,67.30577932253341,59.69903230198919,7.606747020544219,233.06716593652556,3.4037706170288593,63.90200870550455
17,VoltGuard risk-cost candidate screening,0.05,1,120,9,120,960,0.8888888888888888,0.6666666666666666,0.6666666666666666,52,52,0,404,404,0,77.56121898490404,59.69903230198919,17.862186682914853,229.51182134075705,6.959115212797377,70.60210377210666
17,VoltGuard risk-cost candidate screening,0.05,2,120,9,240,840,0.7777777777777778,0.75,0.75,52,52,0,404,404,0,73.06932203308291,59.69903230198919,13.37028973109372,231.89645210488578,4.574484448668643,68.49483758441426
17,VoltGuard risk-cost candidate screening,0.05,3,120,9,360,720,0.6666666666666666,0.7916666666666666,0.7916666666666666,52,52,0,404,404,0,72.05098988187368,59.69903230198919,12.351957579884484,232.63059516273955,3.8403413908148836,68.2106484910588
17,VoltGuard risk-cost candidate screening,0.05,5,120,9,600,480,0.4444444444444444,0.875,0.875,52,52,0,404,404,0,65.17315308751442,59.69903230198919,5.47412078552523,233.9222095785156,2.5487269750388286,62.62442611247559
17,VoltGuard risk-cost candidate screening,0.1,1,120,9,120,960,0.8888888888888888,0.725,0.725,52,52,0,404,404,0,73.38949849088709,59.69903230198919,13.6904661888979,230.92289451680824,5.548042036746175,67.84145645414092
17,VoltGuard risk-cost candidate screening,0.1,2,120,9,240,840,0.7777777777777778,0.8,0.8,52,52,0,404,404,0,70.30578330848364,59.69903230198919,10.606751006494449,233.5695678358507,2.901368717703734,67.40441459077991
17,VoltGuard risk-cost candidate screening,0.1,3,120,9,360,720,0.6666666666666666,0.9083333333333333,0.9083333333333333,52,52,0,404,404,0,67.4538908457036,59.69903230198919,7.7548585437144055,236.42146029863073,0.049476254923692,67.40441459077991
17,VoltGuard risk-cost candidate screening,0.1,5,120,9,600,480,0.4444444444444444,0.95,0.95,52,52,0,404,404,0,62.62442611247559,59.69903230198919,2.9253938104863977,236.47093655355442,0.0,62.62442611247559
17,VoltGuard risk-cost candidate screening,0.15,1,120,9,120,960,0.8888888888888888,0.7666666666666667,0.7666666666666667,52,52,0,404,404,0,71.91784302032798,59.69903230198919,12.218810718338787,232.39454998736736,4.076386566187064,67.84145645414092
17,VoltGuard risk-cost candidate screening,0.15,2,120,9,240,840,0.7777777777777778,0.8666666666666667,0.8666666666666667,52,52,0,404,404,0,68.05073075182541,59.69903230198919,8.35169844983622,235.8246203925089,0.6463161610454974,67.40441459077991
17,VoltGuard risk-cost candidate screening,0.15,3,120,9,360,720,0.6666666666666666,0.925,0.925,52,52,0,404,404,0,67.0128771790713,59.69903230198919,7.313844877082104,236.47093655355442,0.0,67.0128771790713
17,VoltGuard risk-cost candidate screening,0.15,5,120,9,600,480,0.4444444444444444,0.95,0.95,52,52,0,404,404,0,62.62442611247559,59.69903230198919,2.9253938104863977,236.47093655355442,0.0,62.62442611247559
17,VoltGuard risk-cost candidate screening,0.2,1,120,9,120,960,0.8888888888888888,0.775,0.775,52,52,0,404,404,0,71.27707410055434,59.69903230198919,11.578041798565152,232.59827704378,3.8726595097744365,67.40441459077991
17,VoltGuard risk-cost candidate screening,0.2,2,120,9,240,840,0.7777777777777778,0.8833333333333333,0.8833333333333333,52,52,0,404,404,0,67.30311690927071,59.69903230198919,7.604084607281521,236.180696823355,0.290239730199421,67.0128771790713
17,VoltGuard risk-cost candidate screening,0.2,3,120,9,360,720,0.6666666666666666,0.95,0.95,52,52,0,404,404,0,64.08303572675246,59.69903230198919,4.384003424763264,236.47093655355442,0.0,64.08303572675246
17,VoltGuard risk-cost candidate screening,0.2,5,120,9,600,480,0.4444444444444444,0.95,0.95,52,52,0,404,404,0,62.62442611247559,59.69903230198919,2.9253938104863977,236.47093655355442,0.0,62.62442611247559
17,VoltGuard risk-cost candidate screening,0.3,1,120,9,120,960,0.8888888888888888,0.8666666666666667,0.8666666666666667,52,52,0,404,404,0,67.7544930575771,59.69903230198919,8.055460755587902,236.12085808675724,0.3500784667971829,67.40441459077991
17,VoltGuard risk-cost candidate screening,0.3,2,120,9,240,840,0.7777777777777778,0.9333333333333333,0.9333333333333333,52,52,0,404,404,0,64.17502252891379,59.69903230198919,4.475990226924594,236.42146029863073,0.049476254923692,64.1255462739901
